id_log,nivel,servicio,evento,duracion_ms,timestamp
L-0004947,INFO,streamlit,reporte,116,2026-04-15T13:04:48
L-0004948,WARNING,validador,validacion,605,2026-04-15T16:08:22
L-0004949,WARNING,etl,auditoria_diaria,692,2026-04-15T11:47:30
L-0004950,INFO,etl,agregacion,113,2026-04-15T07:28:37
L-0004951,ERROR,validador,registro,2125,2026-04-15T14:36:29
L-0004952,ERROR,etl,voto_emitido,1582,2026-04-15T15:18:16
L-0004953,ERROR,etl,validacion,1664,2026-04-15T08:36:17
L-0004954,INFO,etl,reporte,197,2026-04-15T09:10:54
L-0004955,INFO,etl,registro,175,2026-04-15T13:58:28
L-0004956,INFO,auditoria,reporte,75,2026-04-15T14:27:02
L-0004957,INFO,auditoria,registro,120,2026-04-15T11:41:48
L-0004958,INFO,streamlit,voto_emitido,267,2026-04-15T12:36:02
L-0004959,INFO,simulador,registro,310,2026-04-15T07:33:52
L-0004960,INFO,etl,registro,260,2026-04-15T11:28:33
L-0004961,WARNING,etl,auditoria_diaria,675,2026-04-15T08:10:50
L-0004962,INFO,simulador,registro,39,2026-04-15T09:05:48
L-0004963,INFO,streamlit,reporte,311,2026-04-15T16:01:46
L-0004964,INFO,etl,agregacion,34,2026-04-15T14:16:23
L-0004965,INFO,streamlit,validacion,175,2026-04-15T10:19:37
L-0004966,INFO,streamlit,voto_emitido,202,2026-04-15T10:45:42
L-0004967,INFO,auditoria,auditoria_diaria,202,2026-04-15T12:17:50
L-0004968,INFO,streamlit,registro,194,2026-04-15T11:39:08
L-0004969,INFO,auditoria,agregacion,183,2026-04-15T13:54:18
L-0004970,INFO,auditoria,agregacion,292,2026-04-15T13:00:29
L-0004971,INFO,auditoria,agregacion,253,2026-04-15T11:03:38
L-0004972,INFO,streamlit,validacion,182,2026-04-15T08:57:20
L-0004973,INFO,streamlit,agregacion,243,2026-04-15T12:15:41
L-0004974,INFO,streamlit,agregacion,312,2026-04-15T09:55:40
L-0004975,WARNING,simulador,registro,701,2026-04-15T14:08:52
L-0004976,INFO,etl,voto_emitido,284,2026-04-15T15:54:05
L-0004977,WARNING,etl,registro,416,2026-04-15T09:10:23
L-0004978,INFO,streamlit,validacion,178,2026-04-15T10:36:51
L-0004979,INFO,streamlit,agregacion,173,2026-04-15T11:45:33
L-0004980,INFO,validador,voto_emitido,33,2026-04-15T12:33:17
L-0004981,ERROR,etl,agregacion,1814,2026-04-15T10:47:46
L-0004982,INFO,auditoria,validacion,244,2026-04-15T16:40:31
L-0004983,INFO,streamlit,voto_emitido,294,2026-04-15T12:53:08
L-0004984,INFO,validador,auditoria_diaria,282,2026-04-15T11:57:50
L-0004985,WARNING,validador,auditoria_diaria,713,2026-04-15T07:58:05
L-0004986,INFO,etl,registro,15,2026-04-15T09:45:04
L-0004987,INFO,validador,voto_emitido,209,2026-04-15T14:54:40
L-0004988,INFO,streamlit,agregacion,60,2026-04-15T14:47:49
L-0004989,INFO,auditoria,voto_emitido,277,2026-04-15T11:20:07
L-0004990,INFO,streamlit,agregacion,198,2026-04-15T10:33:45
L-0004991,INFO,auditoria,registro,257,2026-04-15T10:27:58
L-0004992,INFO,auditoria,validacion,28,2026-04-15T08:51:59
L-0004993,INFO,etl,agregacion,166,2026-04-15T07:00:41
L-0004994,INFO,streamlit,reporte,228,2026-04-15T10:22:49
L-0004995,WARNING,streamlit,agregacion,549,2026-04-15T14:30:23
L-0004996,WARNING,streamlit,agregacion,411,2026-04-15T08:42:16
L-0004997,INFO,etl,voto_emitido,280,2026-04-15T08:33:40
L-0004998,INFO,streamlit,auditoria_diaria,216,2026-04-15T14:45:41
L-0004999,INFO,streamlit,agregacion,36,2026-04-15T16:06:10
L-0005000,WARNING,streamlit,reporte,195,2026-04-15T15:30:02
L-0005001,INFO,etl,voto_emitido,116,2026-04-15T12:52:13
L-0005002,INFO,auditoria,validacion,249,2026-04-15T09:01:10
L-0005003,INFO,simulador,reporte,95,2026-04-15T13:45:25
L-0005004,INFO,auditoria,validacion,34,2026-04-15T15:20:55
L-0005005,INFO,etl,validacion,244,2026-04-15T08:03:58
L-0005006,INFO,streamlit,voto_emitido,183,2026-04-15T12:15:53
L-0005007,WARNING,etl,registro,668,2026-04-15T13:54:06
L-0005008,WARNING,streamlit,agregacion,166,2026-04-15T16:39:14
L-0005009,INFO,auditoria,agregacion,245,2026-04-15T07:42:12
L-0005010,WARNING,simulador,auditoria_diaria,749,2026-04-15T09:32:51
L-0005011,INFO,auditoria,voto_emitido,172,2026-04-15T12:17:39
L-0005012,INFO,auditoria,registro,143,2026-04-15T14:23:13
L-0005013,INFO,streamlit,validacion,174,2026-04-15T13:16:47
L-0005014,INFO,validador,auditoria_diaria,115,2026-04-15T07:34:13
L-0005015,INFO,streamlit,voto_emitido,16,2026-04-15T14:15:09
L-0005016,INFO,etl,registro,313,2026-04-15T16:23:19
L-0005017,INFO,auditoria,reporte,206,2026-04-15T16:17:43
L-0005018,INFO,simulador,agregacion,314,2026-04-15T12:32:57
L-0005019,INFO,etl,agregacion,43,2026-04-15T12:40:39
L-0005020,INFO,streamlit,validacion,188,2026-04-15T16:07:40
L-0005021,INFO,validador,agregacion,212,2026-04-15T08:17:33
L-0005022,INFO,streamlit,reporte,96,2026-04-15T12:31:40
L-0005023,WARNING,auditoria,registro,443,2026-04-15T07:36:27
L-0005024,INFO,streamlit,registro,110,2026-04-15T16:03:15
L-0005025,WARNING,streamlit,registro,779,2026-04-15T13:02:44
L-0005026,INFO,etl,registro,219,2026-04-15T13:39:21
L-0005027,INFO,auditoria,voto_emitido,116,2026-04-15T09:15:07
L-0005028,INFO,simulador,voto_emitido,163,2026-04-15T14:02:38
L-0005029,INFO,streamlit,validacion,150,2026-04-15T12:27:23
L-0005030,ERROR,streamlit,validacion,2209,2026-04-15T13:21:36
L-0005031,WARNING,streamlit,reporte,267,2026-04-15T14:36:25
L-0005032,WARNING,etl,reporte,551,2026-04-15T10:24:27
L-0005033,ERROR,validador,reporte,2237,2026-04-15T14:41:34
L-0005034,INFO,streamlit,agregacion,187,2026-04-15T11:41:02
L-0005035,INFO,validador,agregacion,279,2026-04-15T11:08:50
L-0005036,INFO,validador,auditoria_diaria,279,2026-04-15T16:19:39
L-0005037,INFO,simulador,reporte,227,2026-04-15T09:03:17
L-0005038,INFO,streamlit,validacion,119,2026-04-15T07:12:18
L-0005039,INFO,validador,reporte,84,2026-04-15T12:48:29
L-0005040,WARNING,streamlit,auditoria_diaria,498,2026-04-15T07:15:26
L-0005041,INFO,auditoria,registro,236,2026-04-15T10:05:14
L-0005042,WARNING,validador,auditoria_diaria,735,2026-04-15T11:03:16
L-0005043,WARNING,streamlit,agregacion,792,2026-04-15T12:44:42
L-0005044,INFO,validador,validacion,187,2026-04-15T13:28:33
L-0005045,ERROR,validador,validacion,1044,2026-04-15T13:58:46
L-0005046,INFO,etl,reporte,68,2026-04-15T08:48:48
L-0005047,INFO,simulador,registro,115,2026-04-15T14:54:53
L-0005048,INFO,simulador,auditoria_diaria,270,2026-04-15T10:45:49
L-0005049,INFO,validador,reporte,153,2026-04-15T12:16:13
L-0005050,WARNING,etl,auditoria_diaria,264,2026-04-15T13:43:02
L-0005051,INFO,auditoria,voto_emitido,25,2026-04-15T14:13:53
L-0005052,ERROR,etl,registro,2010,2026-04-15T10:42:01
L-0005053,INFO,simulador,auditoria_diaria,147,2026-04-15T16:28:06
L-0005054,INFO,etl,registro,215,2026-04-15T08:39:14
L-0005055,INFO,streamlit,validacion,314,2026-04-15T16:54:20
L-0005056,INFO,auditoria,agregacion,120,2026-04-15T09:39:32
L-0005057,INFO,simulador,validacion,62,2026-04-15T16:04:17
L-0005058,INFO,simulador,registro,74,2026-04-15T11:55:50
L-0005059,INFO,auditoria,agregacion,186,2026-04-15T07:17:25
L-0005060,ERROR,simulador,reporte,1119,2026-04-15T07:42:32
L-0005061,WARNING,streamlit,reporte,294,2026-04-15T16:10:37
L-0005062,INFO,streamlit,agregacion,181,2026-04-15T10:43:57
L-0005063,INFO,streamlit,registro,196,2026-04-15T08:28:57
L-0005064,INFO,auditoria,validacion,163,2026-04-15T13:16:36
L-0005065,INFO,etl,validacion,269,2026-04-15T12:15:09
L-0005066,INFO,validador,validacion,83,2026-04-15T09:31:06
L-0005067,INFO,validador,registro,112,2026-04-15T10:57:14
L-0005068,INFO,streamlit,validacion,89,2026-04-15T08:21:51
L-0005069,INFO,auditoria,reporte,61,2026-04-15T13:58:33
L-0005070,INFO,simulador,validacion,286,2026-04-15T15:55:56
L-0005071,WARNING,etl,registro,443,2026-04-15T07:59:55
L-0005072,INFO,etl,validacion,47,2026-04-15T10:59:11
L-0005073,WARNING,simulador,agregacion,229,2026-04-15T11:06:18
L-0005074,WARNING,streamlit,voto_emitido,387,2026-04-15T08:47:32
L-0005075,INFO,simulador,auditoria_diaria,245,2026-04-15T16:09:46
L-0005076,INFO,streamlit,reporte,209,2026-04-15T07:58:33
L-0005077,INFO,streamlit,voto_emitido,130,2026-04-15T09:58:39
L-0005078,INFO,simulador,agregacion,147,2026-04-15T07:30:08
L-0005079,INFO,streamlit,reporte,252,2026-04-15T16:45:29
L-0005080,INFO,streamlit,auditoria_diaria,40,2026-04-15T13:29:26
L-0005081,WARNING,streamlit,voto_emitido,510,2026-04-15T09:48:59
L-0005082,INFO,etl,registro,251,2026-04-15T16:31:20
L-0005083,INFO,streamlit,voto_emitido,319,2026-04-15T08:31:38
L-0005084,INFO,streamlit,voto_emitido,288,2026-04-15T10:20:42
L-0005085,INFO,validador,reporte,151,2026-04-15T13:00:53
L-0005086,INFO,simulador,validacion,284,2026-04-15T15:05:29
L-0005087,INFO,validador,agregacion,139,2026-04-15T13:08:01
L-0005088,INFO,streamlit,reporte,39,2026-04-15T16:35:56
L-0005089,INFO,simulador,auditoria_diaria,42,2026-04-15T11:49:07
L-0005090,WARNING,etl,voto_emitido,440,2026-04-15T15:49:52
L-0005091,INFO,simulador,registro,107,2026-04-15T13:26:41
L-0005092,INFO,streamlit,reporte,83,2026-04-15T11:19:39
L-0005093,INFO,streamlit,auditoria_diaria,58,2026-04-15T16:46:48
L-0005094,INFO,etl,registro,300,2026-04-15T11:22:40
L-0005095,INFO,streamlit,auditoria_diaria,203,2026-04-15T12:13:46
L-0005096,INFO,validador,reporte,187,2026-04-15T14:55:34
L-0005097,INFO,streamlit,registro,197,2026-04-15T12:27:30
L-0005098,WARNING,streamlit,registro,769,2026-04-15T10:05:23
L-0005099,WARNING,streamlit,validacion,731,2026-04-15T16:06:37
L-0005100,ERROR,etl,registro,2177,2026-04-15T16:18:00
L-0005101,INFO,simulador,agregacion,203,2026-04-15T12:28:37
L-0005102,INFO,streamlit,auditoria_diaria,264,2026-04-15T09:10:10
L-0005103,INFO,streamlit,validacion,278,2026-04-15T16:41:00
L-0005104,INFO,auditoria,auditoria_diaria,129,2026-04-15T12:39:44
L-0005105,INFO,simulador,validacion,51,2026-04-15T09:15:45
L-0005106,INFO,simulador,validacion,272,2026-04-15T12:02:17
L-0005107,INFO,streamlit,validacion,115,2026-04-15T11:43:16
L-0005108,INFO,streamlit,voto_emitido,246,2026-04-15T12:09:50
L-0005109,INFO,streamlit,reporte,93,2026-04-15T14:08:13
L-0005110,INFO,streamlit,validacion,222,2026-04-15T13:05:55
L-0005111,INFO,etl,reporte,52,2026-04-15T08:16:34
L-0005112,INFO,streamlit,registro,72,2026-04-15T11:44:25
L-0005113,INFO,auditoria,voto_emitido,281,2026-04-15T10:58:30
L-0005114,INFO,streamlit,auditoria_diaria,239,2026-04-15T14:35:50
L-0005115,INFO,streamlit,auditoria_diaria,56,2026-04-15T14:39:54
L-0005116,INFO,etl,validacion,302,2026-04-15T16:00:46
L-0005117,INFO,etl,registro,286,2026-04-15T09:52:12
L-0005118,INFO,streamlit,registro,59,2026-04-15T16:58:08
L-0005119,INFO,streamlit,validacion,303,2026-04-15T12:02:15
L-0005120,INFO,validador,voto_emitido,280,2026-04-15T10:38:40
L-0005121,INFO,etl,voto_emitido,116,2026-04-15T16:15:52
L-0005122,INFO,streamlit,reporte,21,2026-04-15T09:33:45
L-0005123,INFO,simulador,auditoria_diaria,182,2026-04-15T12:12:39
L-0005124,INFO,auditoria,reporte,115,2026-04-15T08:20:13
L-0005125,INFO,simulador,reporte,37,2026-04-15T10:59:14
L-0005126,INFO,streamlit,validacion,66,2026-04-15T07:58:15
L-0005127,ERROR,simulador,registro,409,2026-04-15T14:31:11
L-0005128,INFO,validador,voto_emitido,63,2026-04-15T08:23:13
L-0005129,INFO,auditoria,voto_emitido,28,2026-04-15T13:49:26
L-0005130,INFO,etl,reporte,91,2026-04-15T14:00:58
L-0005131,INFO,validador,agregacion,77,2026-04-15T10:24:23
L-0005132,WARNING,simulador,agregacion,337,2026-04-15T07:31:54
L-0005133,INFO,etl,registro,102,2026-04-15T09:08:42
L-0005134,INFO,simulador,reporte,312,2026-04-15T12:54:21
L-0005135,INFO,etl,registro,268,2026-04-15T16:19:12
L-0005136,ERROR,streamlit,registro,2225,2026-04-15T07:52:23
L-0005137,ERROR,auditoria,registro,1846,2026-04-15T15:02:20
L-0005138,WARNING,streamlit,validacion,534,2026-04-15T07:32:25
L-0005139,INFO,simulador,agregacion,49,2026-04-15T11:37:07
L-0005140,WARNING,streamlit,auditoria_diaria,203,2026-04-15T07:10:04
L-0005141,INFO,streamlit,registro,313,2026-04-15T08:23:40
L-0005142,INFO,etl,agregacion,291,2026-04-15T08:58:15
L-0005143,WARNING,auditoria,auditoria_diaria,735,2026-04-15T08:42:34
L-0005144,WARNING,simulador,voto_emitido,127,2026-04-15T16:42:07
L-0005145,INFO,validador,voto_emitido,228,2026-04-15T16:19:35
L-0005146,INFO,auditoria,agregacion,17,2026-04-15T07:37:13
L-0005147,INFO,etl,registro,148,2026-04-15T09:34:05
L-0005148,INFO,auditoria,reporte,240,2026-04-15T14:03:47
L-0005149,INFO,etl,validacion,70,2026-04-15T12:13:03
L-0005150,WARNING,etl,voto_emitido,380,2026-04-15T07:01:48
L-0005151,INFO,validador,validacion,252,2026-04-15T10:55:59
L-0005152,INFO,validador,reporte,202,2026-04-15T12:33:51
L-0005153,INFO,validador,auditoria_diaria,287,2026-04-15T11:48:53
L-0005154,INFO,auditoria,auditoria_diaria,229,2026-04-15T08:12:13
L-0005155,INFO,validador,agregacion,281,2026-04-15T07:13:31
L-0005156,INFO,etl,voto_emitido,41,2026-04-15T07:22:02
L-0005157,INFO,etl,voto_emitido,27,2026-04-15T14:37:05
L-0005158,INFO,simulador,auditoria_diaria,270,2026-04-15T11:16:37
L-0005159,INFO,simulador,reporte,313,2026-04-15T16:20:06
L-0005160,INFO,streamlit,auditoria_diaria,51,2026-04-15T11:18:30
L-0005161,WARNING,auditoria,validacion,339,2026-04-15T14:24:05
L-0005162,INFO,auditoria,reporte,20,2026-04-15T07:19:18
L-0005163,INFO,etl,reporte,128,2026-04-15T09:01:14
L-0005164,INFO,streamlit,agregacion,153,2026-04-15T07:04:20
L-0005165,WARNING,auditoria,voto_emitido,366,2026-04-15T13:21:43
L-0005166,WARNING,auditoria,reporte,248,2026-04-15T09:08:10
L-0005167,INFO,validador,validacion,80,2026-04-15T08:29:14
L-0005168,WARNING,streamlit,registro,730,2026-04-15T15:39:04
L-0005169,INFO,streamlit,agregacion,183,2026-04-15T14:35:13
L-0005170,INFO,validador,agregacion,231,2026-04-15T07:27:51
L-0005171,INFO,streamlit,reporte,103,2026-04-15T09:28:51
L-0005172,INFO,etl,registro,66,2026-04-15T15:25:39
L-0005173,WARNING,etl,registro,232,2026-04-15T15:30:30
L-0005174,INFO,streamlit,auditoria_diaria,228,2026-04-15T09:30:56
L-0005175,INFO,etl,auditoria_diaria,202,2026-04-15T10:34:50
L-0005176,INFO,simulador,auditoria_diaria,209,2026-04-15T11:17:19
L-0005177,INFO,validador,reporte,89,2026-04-15T12:01:57
L-0005178,INFO,validador,agregacion,239,2026-04-15T09:01:25
L-0005179,WARNING,auditoria,voto_emitido,714,2026-04-15T16:08:54
L-0005180,WARNING,streamlit,voto_emitido,620,2026-04-15T14:50:14
L-0005181,INFO,validador,reporte,277,2026-04-15T15:32:35
L-0005182,INFO,simulador,reporte,308,2026-04-15T09:31:56
L-0005183,ERROR,etl,auditoria_diaria,2098,2026-04-15T09:20:24
L-0005184,INFO,auditoria,validacion,183,2026-04-15T14:34:23
L-0005185,INFO,etl,reporte,143,2026-04-15T14:23:12
L-0005186,WARNING,streamlit,agregacion,130,2026-04-15T09:39:41
L-0005187,INFO,streamlit,auditoria_diaria,199,2026-04-15T09:10:41
L-0005188,INFO,simulador,reporte,199,2026-04-15T09:21:58
L-0005189,INFO,etl,auditoria_diaria,236,2026-04-15T07:52:35
L-0005190,INFO,etl,reporte,23,2026-04-15T07:35:40
L-0005191,INFO,streamlit,validacion,76,2026-04-15T14:58:51
L-0005192,INFO,auditoria,voto_emitido,187,2026-04-15T08:07:40
L-0005193,INFO,simulador,agregacion,140,2026-04-15T15:48:53
L-0005194,INFO,validador,agregacion,151,2026-04-15T12:14:44
L-0005195,INFO,streamlit,reporte,319,2026-04-15T15:28:01
L-0005196,INFO,auditoria,auditoria_diaria,83,2026-04-15T09:42:11
L-0005197,INFO,simulador,reporte,151,2026-04-15T08:46:17
L-0005198,INFO,simulador,validacion,179,2026-04-15T07:01:46
L-0005199,INFO,auditoria,voto_emitido,218,2026-04-15T09:54:50
L-0005200,WARNING,auditoria,reporte,772,2026-04-15T12:58:32
L-0005201,ERROR,etl,auditoria_diaria,1877,2026-04-15T09:19:57
L-0005202,INFO,streamlit,reporte,304,2026-04-15T15:14:07
L-0005203,INFO,auditoria,validacion,115,2026-04-15T15:27:43
L-0005204,INFO,etl,validacion,247,2026-04-15T13:39:08
L-0005205,WARNING,validador,voto_emitido,268,2026-04-15T09:03:49
L-0005206,INFO,etl,registro,56,2026-04-15T14:57:03
L-0005207,INFO,simulador,auditoria_diaria,97,2026-04-15T10:16:10
L-0005208,WARNING,auditoria,agregacion,650,2026-04-15T13:49:11
L-0005209,INFO,streamlit,reporte,282,2026-04-15T14:03:53
L-0005210,INFO,etl,validacion,188,2026-04-15T07:24:55
L-0005211,ERROR,etl,registro,1339,2026-04-15T13:53:00
L-0005212,INFO,validador,reporte,53,2026-04-15T15:59:40
L-0005213,INFO,etl,auditoria_diaria,201,2026-04-15T11:19:46
L-0005214,INFO,etl,reporte,103,2026-04-15T16:37:45
L-0005215,INFO,etl,registro,74,2026-04-15T15:13:48
L-0005216,INFO,etl,voto_emitido,242,2026-04-15T14:50:31
L-0005217,INFO,simulador,agregacion,214,2026-04-15T10:35:27
L-0005218,INFO,simulador,auditoria_diaria,269,2026-04-15T09:34:16
L-0005219,INFO,streamlit,agregacion,134,2026-04-15T07:00:09
L-0005220,WARNING,simulador,registro,622,2026-04-15T11:47:39
L-0005221,INFO,streamlit,validacion,213,2026-04-15T12:39:17
L-0005222,INFO,etl,voto_emitido,228,2026-04-15T12:58:21
L-0005223,INFO,simulador,agregacion,130,2026-04-15T15:15:00
L-0005224,INFO,streamlit,registro,304,2026-04-15T16:43:19
L-0005225,INFO,streamlit,voto_emitido,207,2026-04-15T09:59:06
L-0005226,INFO,streamlit,voto_emitido,304,2026-04-15T07:36:45
L-0005227,INFO,simulador,reporte,78,2026-04-15T07:58:18
L-0005228,INFO,auditoria,voto_emitido,277,2026-04-15T07:44:04
L-0005229,INFO,validador,validacion,289,2026-04-15T14:40:37
L-0005230,WARNING,auditoria,voto_emitido,494,2026-04-15T08:32:34
L-0005231,INFO,auditoria,agregacion,113,2026-04-15T15:59:45
L-0005232,WARNING,validador,validacion,271,2026-04-15T10:52:30
L-0005233,INFO,etl,voto_emitido,98,2026-04-15T16:50:54
L-0005234,WARNING,streamlit,auditoria_diaria,369,2026-04-15T11:24:47
L-0005235,INFO,streamlit,auditoria_diaria,239,2026-04-15T09:54:42
L-0005236,INFO,simulador,reporte,168,2026-04-15T08:49:53
L-0005237,INFO,streamlit,auditoria_diaria,164,2026-04-15T10:45:14
L-0005238,INFO,streamlit,reporte,72,2026-04-15T10:27:12
L-0005239,ERROR,etl,agregacion,1680,2026-04-15T10:00:22
L-0005240,ERROR,streamlit,agregacion,469,2026-04-15T11:50:48
L-0005241,INFO,streamlit,voto_emitido,274,2026-04-15T07:27:02
L-0005242,WARNING,simulador,reporte,669,2026-04-15T11:21:35
L-0005243,INFO,etl,voto_emitido,72,2026-04-15T07:32:02
L-0005244,INFO,streamlit,reporte,278,2026-04-15T16:13:36
L-0005245,INFO,streamlit,registro,280,2026-04-15T07:35:35
L-0005246,INFO,validador,validacion,274,2026-04-15T10:30:01
L-0005247,INFO,streamlit,reporte,110,2026-04-15T10:25:10
L-0005248,INFO,etl,reporte,100,2026-04-15T16:13:36
L-0005249,WARNING,auditoria,voto_emitido,267,2026-04-15T16:14:41
L-0005250,INFO,auditoria,registro,124,2026-04-15T15:49:59
L-0005251,INFO,streamlit,reporte,276,2026-04-15T11:24:40
L-0005252,INFO,streamlit,voto_emitido,75,2026-04-15T14:41:40
L-0005253,INFO,validador,auditoria_diaria,151,2026-04-15T12:04:40
L-0005254,WARNING,streamlit,agregacion,404,2026-04-15T16:45:32
L-0005255,INFO,streamlit,validacion,267,2026-04-15T13:00:18
L-0005256,WARNING,streamlit,voto_emitido,169,2026-04-15T12:49:26
L-0005257,ERROR,validador,auditoria_diaria,1944,2026-04-15T16:52:55
L-0005258,INFO,auditoria,auditoria_diaria,197,2026-04-15T09:27:48
L-0005259,ERROR,streamlit,registro,2433,2026-04-15T08:34:42
L-0005260,INFO,validador,reporte,78,2026-04-15T09:26:42
L-0005261,INFO,streamlit,agregacion,214,2026-04-15T13:43:29
L-0005262,INFO,etl,validacion,218,2026-04-15T14:44:55
L-0005263,INFO,etl,registro,30,2026-04-15T13:06:23
L-0005264,INFO,etl,reporte,255,2026-04-15T08:50:45
L-0005265,INFO,etl,registro,82,2026-04-15T08:46:43
L-0005266,INFO,auditoria,registro,304,2026-04-15T11:47:09
L-0005267,INFO,etl,reporte,272,2026-04-15T10:58:42
L-0005268,INFO,streamlit,auditoria_diaria,109,2026-04-15T14:36:19
L-0005269,INFO,validador,voto_emitido,86,2026-04-15T07:44:41
L-0005270,WARNING,validador,voto_emitido,226,2026-04-15T08:31:47
L-0005271,INFO,streamlit,validacion,164,2026-04-15T16:22:23
L-0005272,INFO,streamlit,reporte,252,2026-04-15T11:39:55
L-0005273,INFO,validador,agregacion,309,2026-04-15T09:28:02
L-0005274,INFO,streamlit,voto_emitido,203,2026-04-15T15:46:58
L-0005275,INFO,auditoria,validacion,186,2026-04-15T08:00:17
L-0005276,WARNING,validador,reporte,702,2026-04-15T10:15:48
L-0005277,INFO,etl,reporte,272,2026-04-15T14:07:05
L-0005278,INFO,streamlit,validacion,309,2026-04-15T13:26:49
L-0005279,INFO,streamlit,registro,200,2026-04-15T08:20:15
L-0005280,INFO,simulador,auditoria_diaria,27,2026-04-15T16:46:06
L-0005281,WARNING,streamlit,agregacion,237,2026-04-15T14:01:44
L-0005282,INFO,streamlit,validacion,269,2026-04-15T12:37:20
L-0005283,INFO,streamlit,validacion,233,2026-04-15T15:59:14
L-0005284,WARNING,etl,voto_emitido,474,2026-04-15T10:16:24
L-0005285,INFO,etl,validacion,128,2026-04-15T15:04:38
L-0005286,ERROR,etl,reporte,640,2026-04-15T07:27:46
L-0005287,INFO,validador,validacion,34,2026-04-15T12:26:50
L-0005288,WARNING,streamlit,registro,762,2026-04-15T07:21:13
L-0005289,INFO,simulador,registro,295,2026-04-15T08:30:46
L-0005290,INFO,etl,reporte,168,2026-04-15T14:03:16
L-0005291,INFO,simulador,validacion,258,2026-04-15T15:44:19
L-0005292,INFO,auditoria,registro,153,2026-04-15T13:56:43
L-0005293,INFO,streamlit,registro,222,2026-04-15T15:25:36
L-0005294,INFO,validador,registro,302,2026-04-15T11:36:07
L-0005295,INFO,auditoria,auditoria_diaria,292,2026-04-15T07:33:18
L-0005296,WARNING,streamlit,auditoria_diaria,556,2026-04-15T13:47:48
L-0005297,INFO,streamlit,validacion,18,2026-04-15T08:08:41
L-0005298,INFO,streamlit,agregacion,36,2026-04-15T09:39:01
L-0005299,INFO,validador,validacion,133,2026-04-15T15:22:54
L-0005300,INFO,simulador,voto_emitido,236,2026-04-15T15:21:02
L-0005301,INFO,streamlit,validacion,292,2026-04-15T11:22:57
L-0005302,INFO,validador,registro,220,2026-04-15T11:26:12
L-0005303,INFO,simulador,agregacion,46,2026-04-15T15:27:55
L-0005304,INFO,simulador,auditoria_diaria,241,2026-04-15T09:21:55
L-0005305,INFO,streamlit,reporte,133,2026-04-15T11:13:53
L-0005306,WARNING,auditoria,auditoria_diaria,470,2026-04-15T16:48:26
L-0005307,INFO,streamlit,agregacion,27,2026-04-15T14:03:41
L-0005308,WARNING,simulador,validacion,174,2026-04-15T09:00:11
L-0005309,INFO,validador,reporte,124,2026-04-15T08:01:19
L-0005310,INFO,etl,reporte,259,2026-04-15T08:33:11
L-0005311,INFO,auditoria,reporte,243,2026-04-15T14:55:39
L-0005312,INFO,etl,validacion,233,2026-04-15T15:02:07
L-0005313,INFO,simulador,voto_emitido,274,2026-04-15T10:31:56
L-0005314,INFO,validador,reporte,271,2026-04-15T10:08:34
L-0005315,INFO,simulador,reporte,313,2026-04-15T13:00:35
L-0005316,INFO,simulador,validacion,58,2026-04-15T12:04:23
L-0005317,ERROR,etl,voto_emitido,782,2026-04-15T08:55:12
L-0005318,INFO,streamlit,validacion,76,2026-04-15T16:14:02
L-0005319,INFO,etl,agregacion,269,2026-04-15T16:19:56
L-0005320,ERROR,etl,auditoria_diaria,1813,2026-04-15T16:50:39
L-0005321,INFO,etl,registro,187,2026-04-15T07:24:15
L-0005322,ERROR,etl,reporte,574,2026-04-15T08:29:03
L-0005323,INFO,auditoria,agregacion,314,2026-04-15T07:45:45
L-0005324,WARNING,etl,registro,563,2026-04-15T07:02:43
L-0005325,INFO,simulador,registro,187,2026-04-15T07:43:43
L-0005326,WARNING,validador,voto_emitido,659,2026-04-15T09:39:01
L-0005327,INFO,streamlit,reporte,86,2026-04-15T11:53:12
L-0005328,WARNING,streamlit,agregacion,783,2026-04-15T15:04:10
L-0005329,INFO,streamlit,registro,301,2026-04-15T07:50:46
L-0005330,INFO,auditoria,validacion,175,2026-04-15T14:33:39
L-0005331,WARNING,streamlit,validacion,659,2026-04-15T08:15:31
L-0005332,INFO,streamlit,voto_emitido,186,2026-04-15T12:25:10
L-0005333,INFO,simulador,validacion,265,2026-04-15T10:56:57
L-0005334,INFO,auditoria,registro,186,2026-04-15T11:32:04
L-0005335,INFO,streamlit,registro,275,2026-04-15T15:46:41
L-0005336,INFO,etl,auditoria_diaria,281,2026-04-15T16:13:29
L-0005337,INFO,streamlit,voto_emitido,283,2026-04-15T10:37:09
L-0005338,WARNING,streamlit,reporte,529,2026-04-15T13:09:55
L-0005339,INFO,simulador,validacion,129,2026-04-15T12:11:59
L-0005340,INFO,validador,auditoria_diaria,144,2026-04-15T15:39:21
L-0005341,INFO,streamlit,agregacion,196,2026-04-15T12:57:59
L-0005342,INFO,streamlit,registro,72,2026-04-15T09:47:36
L-0005343,INFO,etl,registro,79,2026-04-15T07:49:37
L-0005344,INFO,etl,agregacion,249,2026-04-15T10:25:17
L-0005345,INFO,streamlit,registro,67,2026-04-15T10:10:06
L-0005346,INFO,streamlit,reporte,66,2026-04-15T07:27:24
L-0005347,INFO,auditoria,validacion,267,2026-04-15T11:16:23
L-0005348,WARNING,etl,voto_emitido,425,2026-04-15T08:39:31
L-0005349,INFO,streamlit,registro,152,2026-04-15T15:54:58
L-0005350,INFO,auditoria,voto_emitido,148,2026-04-15T08:02:24
